accuracy,precision,recall,f1,auc,avg_precision,cv_auc_mean,cv_auc_std,model
0.7105263157894737,0.8,0.6,0.6857142857142857,0.75,0.8270340666104037,0.8757988980716253,0.03076888349579306,RandomForest
0.6842105263157895,0.7,0.7,0.7,0.7472222222222223,0.7878042736033104,0.8047382920110193,0.04981868025486688,SVM
0.6052631578947368,0.6470588235294118,0.55,0.5945945945945946,0.7388888888888889,0.8034426710220723,0.8728650137741047,0.05521440534880357,Logistic
0.6842105263157895,0.7222222222222222,0.65,0.6842105263157895,0.7027777777777778,0.8042186019051096,0.8817217630853994,0.047758966496026886,XGBoost
0.6842105263157895,0.7222222222222222,0.65,0.6842105263157895,0.6833333333333333,0.7159265350877193,0.8093663911845729,0.05214485643000985,DecisionTree
0.7368421052631579,0.8571428571428571,0.6,0.7058823529411765,0.6652777777777779,0.7675434916252993,0.8386157024793388,0.039774355684408125,AdaBoost
