,0
MMSE,2.0514850690818656
EDUC,0.9156360205352743
SES,0.6957367492532895
sex_male,0.6862693030884517
eTIV,0.668522989542816
Age,0.5286249054388911
nWBV,0.4744729825335747
ASF,0.16055149416312184
